,Headway,Velocity
1361,0.04,0.83
1362,3.0,1.46
1363,2.53,0.65
1364,0.72,1.54
1365,1.82,0.56
1366,2.27,1.37
1367,1.52,1.55
1368,2.1,2.35
1369,1.03,2.58
1370,1.55,0.91
1371,0.71,2.65
1372,1.35,1.79
1373,0.75,1.3
1374,1.96,0.74
1375,1.99,1.51
1376,0.12,0.28
1377,1.44,1.74
1378,0.76,0.93
1379,0.91,0.37
1380,1.2,1.05
1381,0.41,2.02
1382,1.47,1.33
1383,2.26,2.18
1384,2.1,1.5
1385,1.44,2.71
1386,2.45,1.01
1387,1.57,2.95
1388,0.94,3.53
1389,1.37,1.35
1390,0.99,1.37
1391,0.87,1.58
1392,1.27,2.71
1393,1.26,2.72
1394,2.75,2.93
1395,1.78,3.01
1396,2.01,1.9
1397,1.49,2.73
1398,1.32,1.83
1399,0.66,1.5
1400,1.48,0.94
1401,2.7,2.04
1402,3.33,2.49
1403,1.29,1.61
1404,3.38,1.69
1405,1.65,1.9
1406,1.38,1.42
1407,1.85,1.89
1408,2.07,0.95
1409,1.28,1.26
1410,2.08,1.08
1411,1.66,2.24
1412,0.68,1.67
1413,2.2,2.31
1414,1.87,2.52
1415,0.17,2.48
1416,1.97,1.99
1417,1.46,1.93
1418,0.79,2.22
1419,1.17,0.59
1420,0.76,3.59
1421,1.99,0.0
1422,2.14,1.37
1423,0.36,1.56
1424,1.51,2.68
1425,2.08,0.91
1426,2.61,2.38
1427,1.56,0.47
1428,0.3,1.3
1429,2.12,2.01
1430,1.36,1.64
1431,1.41,3.22
1432,1.22,1.3
1433,2.02,1.83
1434,1.05,1.16
1435,2.24,1.2
1436,1.18,0.26
1437,2.45,1.9
1438,1.01,0.55
1439,2.38,2.46
1440,2.49,1.55
1441,1.99,0.42
1442,0.84,1.08
1443,1.88,1.15
1444,1.35,2.61
1445,1.73,0.11
1446,0.97,1.93
1447,2.36,1.39
1448,2.11,1.59
1449,0.77,0.41
1450,2.67,2.09
1451,1.71,1.95
1452,0.85,1.6
1453,1.6,1.47
1454,2.34,2.18
1455,2.75,2.58
1456,3.07,0.62
1457,2.16,1.68
1458,2.29,2.35
1459,1.57,1.88
1460,0.25,1.7
1461,1.45,1.91
1462,1.11,1.36
1463,3.27,1.64
1464,1.16,1.62
1465,1.25,1.25
1466,2.18,1.14
1467,2.29,2.64
1468,2.76,2.38
1469,2.69,2.17
1470,1.66,2.82
1471,1.98,1.73
1472,1.62,1.96
1473,1.52,1.72
1474,2.45,1.67
1475,0.95,1.88
1476,1.1,1.01
1477,0.62,1.67
1478,1.24,1.5
1479,1.4,2.27
1480,1.02,2.0
1481,0.71,2.63
1482,0.31,1.17
1483,1.19,3.44
1484,2.28,1.15
1485,1.14,1.32
1486,1.39,2.84
1487,1.77,0.61
1488,2.23,3.33
1489,1.29,1.49
1490,1.01,1.84
1491,1.56,0.58
1492,1.98,2.06
1493,0.46,2.61
1494,1.37,2.34
1495,1.16,0.43
1496,2.46,1.12
1497,2.6,2.39
1498,2.13,1.63
1499,1.87,1.6
1500,1.16,2.47
1501,1.73,0.48
1502,1.18,1.79
1503,0.98,1.75
1504,2.37,1.26
1505,1.05,3.84
1506,1.35,2.19
1507,0.25,1.88
1508,0.42,2.18
1509,2.01,1.38
1510,1.26,2.04
1511,1.59,1.39
1512,0.42,2.16
1513,1.81,0.75
1514,1.43,1.9
1515,1.65,2.11
1516,2.2,1.65
1517,2.08,1.03
1518,2.05,0.22
1519,0.04,2.39
1520,2.53,0.36
1521,2.07,1.21
1522,1.67,2.08
1523,1.3,1.81
1524,1.79,1.22
1525,1.55,2.18
1526,1.16,0.63
1527,1.69,2.27
1528,1.14,1.86
1529,0.35,1.65
1530,1.01,1.98
1531,0.4,1.14
1532,1.21,2.34
1533,0.63,1.9
1534,1.84,1.87
1535,2.1,1.37
1536,1.39,0.96
1537,1.53,1.96
1538,2.18,2.6
1539,2.26,1.44
1540,2.56,2.84
1541,2.64,3.67
1542,0.24,1.23
1543,0.64,1.73
1544,1.62,0.84
1545,1.71,1.97
1546,1.19,0.96
1547,2.27,2.5
1548,1.48,2.09
1549,0.34,1.57
1550,2.08,2.07
1551,2.06,2.4
1552,1.08,0.68
1553,1.51,2.69
1554,1.44,1.59
1555,1.68,1.35
1556,1.15,0.87
1557,1.48,1.19
1558,1.05,1.68
1559,1.32,1.69
1560,1.0,2.54
1561,1.69,2.98
1562,2.81,1.65
1563,1.5,2.08
1564,1.0,1.6
1565,2.34,0.6
1566,1.51,0.94
1567,1.08,1.74
1568,1.65,2.29
1569,1.1,1.79
1570,1.88,1.75
1571,1.11,1.89
1572,1.82,1.52
1573,2.3,0.29
1574,1.61,1.42
1575,2.7,1.94
1576,2.98,0.24
1577,2.54,2.57
1578,0.88,2.06
1579,1.04,2.14
1580,0.39,0.29
1581,2.38,1.88
1582,1.72,0.07
1583,0.57,1.82
1584,3.05,1.9
1585,0.39,2.69
1586,0.45,1.33
1587,2.4,1.55
1588,1.48,1.88
1589,1.67,3.32
1590,0.46,0.81
1591,1.51,2.23
1592,1.78,1.58
1593,1.52,1.58
1594,1.53,1.03
1595,0.45,3.2
1596,2.3,2.22
1597,0.54,0.75
1598,3.01,0.67
1599,0.87,1.31
1600,2.39,2.78
1601,0.86,2.25
1602,0.73,1.75
1603,1.41,1.29
1604,0.96,2.24
1605,3.1,1.26
1606,1.46,1.85
1607,0.97,2.41
1608,1.63,1.49
1609,1.62,0.56
1610,0.88,0.63
1611,2.36,0.45
1612,2.8,2.84
1613,1.22,1.02
1614,2.54,1.62
1615,0.53,1.11
1616,1.42,0.88
1617,0.73,2.12
1618,2.29,0.77
1619,1.75,0.46
1620,1.84,2.06
1621,0.82,1.47
1622,0.31,1.61
1623,1.2,1.59
1624,1.53,2.9
1625,1.48,2.12
1626,1.27,0.09
1627,0.37,0.28
1628,1.14,2.76
1629,1.44,0.44
1630,1.75,0.98
1631,0.91,2.04
1632,1.82,1.55
1633,2.03,1.79
1634,2.34,2.02
1635,1.9,1.92
1636,0.21,2.55
1637,1.04,2.23
1638,1.42,1.31
1639,2.54,1.55
1640,2.28,0.94
1641,1.75,2.11
1642,1.39,2.36
1643,0.28,1.45
1644,0.76,0.68
1645,1.35,1.58
1646,0.79,2.58
1647,0.53,2.61
1648,1.23,1.29
1649,0.35,1.22
1650,1.25,1.82
1651,0.48,2.07
1652,1.23,2.9
1653,1.56,1.7
1654,1.53,1.09
1655,1.09,1.22
1656,2.05,1.79
1657,2.57,0.86
1658,2.2,1.6
1659,1.87,1.44
1660,1.2,2.09
1661,3.61,3.01
1662,0.55,1.22
1663,1.11,0.54
1664,2.8,1.21
1665,0.26,1.1
1666,1.16,1.97
1667,1.55,3.03
1668,2.28,1.93
1669,1.66,1.73
1670,1.13,2.75
1671,1.04,1.61
1672,1.71,1.65
1673,2.08,2.19
1674,2.16,2.5
1675,1.83,1.36
1676,1.38,0.81
1677,2.26,1.39
1678,2.46,2.25
1679,1.93,2.03
1680,0.98,2.07
1681,2.02,1.78
1682,2.08,1.15
1683,1.48,0.9
1684,2.62,2.66
1685,0.01,1.03
1686,2.45,2.06
1687,1.28,2.24
1688,1.99,1.97
1689,2.01,2.55
1690,0.74,1.76
1691,0.83,1.69
1692,2.83,2.15
1693,0.4,1.58
1694,2.45,0.9
1695,0.64,1.93
1696,0.4,1.89
1697,2.25,3.54
1698,1.67,1.53
1699,1.03,1.89
1700,0.01,2.75
1701,1.7,2.05
1702,2.58,0.55
1703,1.01,2.12
1704,2.79,1.44
1705,0.91,0.88
1706,1.06,2.22
1707,0.42,1.09
1708,2.26,2.13
1709,0.19,0.82
1710,1.83,2.58
1711,1.51,1.84
1712,2.13,1.38
1713,2.05,2.58
1714,0.6,1.94
1715,0.78,2.67
1716,0.81,0.64
1717,1.75,1.21
1718,0.81,0.66
1719,2.14,1.28
1720,1.43,1.46
1721,1.29,0.86
1722,1.83,1.35
1723,1.04,2.6
1724,1.26,1.97
1725,1.38,1.85
1726,1.84,0.57
1727,0.39,0.93
1728,0.63,1.65
1729,2.1,2.8
1730,0.77,2.18
1731,2.2,1.78
1732,1.45,2.66
1733,1.78,0.91
1734,2.14,1.42
1735,2.15,0.74
1736,1.92,0.7
1737,2.11,1.71
1738,0.53,2.3
1739,0.85,2.26
1740,0.96,1.73
1741,1.56,2.55
1742,1.39,0.74
1743,1.58,2.19
1744,0.29,2.03
1745,2.19,1.41
1746,0.94,1.73
1747,0.56,2.56
1748,1.93,1.82
1749,1.08,1.58
1750,0.49,1.86
1751,1.64,1.07
1752,0.48,1.17
1753,0.04,2.54
1754,1.29,1.11
1755,1.72,0.73
1756,2.15,1.5
1757,1.13,1.36
1758,1.35,2.22
1759,0.58,1.49
1760,1.26,0.66
1761,1.17,1.46
1762,1.17,2.25
1763,0.6,2.25
1764,0.99,0.91
1765,2.08,1.46
1766,1.17,0.85
1767,2.75,0.49
1768,1.84,2.63
1769,2.2,0.32
1770,1.56,1.09
1771,2.4,2.58
1772,1.69,1.47
1773,1.13,3.21
1774,2.98,1.49
1775,2.43,0.26
1776,2.15,2.17
1777,1.2,2.12
1778,0.46,3.02
1779,1.17,2.96
1780,1.08,2.1
1781,1.62,1.96
1782,1.55,2.53
1783,0.47,0.71
1784,1.74,1.9
1785,1.29,1.04
1786,2.62,1.02
1787,0.8,2.53
1788,1.45,1.82
1789,3.29,2.19
1790,2.46,2.26
1791,0.63,1.93
1792,0.75,2.92
1793,2.24,2.05
1794,0.59,1.8
1795,2.34,3.51
1796,2.94,0.49
1797,2.17,2.07
1798,1.37,0.88
1799,1.22,1.58
1800,1.89,2.17
1801,2.24,1.88
1802,3.38,2.38
1803,2.82,2.46
1804,1.2,0.52
1805,1.4,0.7
1806,1.91,3.19
1807,2.38,2.09
1808,1.68,2.51
1809,2.45,1.81
1810,0.79,0.25
1811,1.78,1.92
1812,2.42,2.4
1813,1.59,2.72
1814,0.98,2.39
1815,0.24,1.78
1816,1.93,0.51
1817,0.05,1.85
1818,1.91,1.31
1819,1.34,1.25
1820,1.72,1.19
1821,1.75,2.31
1822,1.95,2.17
1823,1.3,2.19
1824,3.52,2.25
1825,0.99,2.0
1826,1.99,1.25
1827,1.5,1.89
1828,0.83,1.96
1829,1.06,1.82
1830,1.67,2.61
1831,1.0,1.93
1832,1.45,1.42
1833,2.64,1.66
1834,2.78,0.9
1835,2.91,0.31
1836,1.61,1.47
1837,2.49,2.38
1838,0.81,1.67
1839,1.68,0.97
1840,0.18,1.45
1841,1.4,1.58
1842,1.66,2.55
1843,1.33,1.5
1844,2.01,2.37
1845,1.95,0.63
1846,1.89,0.75
1847,0.63,1.37
1848,2.25,2.38
1849,1.96,0.52
1850,1.68,1.49
1851,2.56,0.13
1852,1.48,1.37
1853,1.13,0.63
1854,1.41,0.57
1855,3.51,2.32
1856,1.19,1.04
1857,0.73,1.57
1858,3.3,1.96
1859,2.93,2.4
1860,0.83,1.68
1861,1.57,1.83
1862,1.87,1.57
1863,0.96,2.31
1864,2.57,2.03
1865,0.71,3.63
1866,0.39,2.25
1867,2.86,2.39
1868,1.24,1.33
1869,0.74,2.38
1870,0.6,2.44
1871,1.02,2.46
1872,2.93,2.63
1873,2.22,0.18
1874,1.55,1.58
1875,0.91,1.08
1876,1.48,1.12
1877,1.69,0.48
1878,1.24,3.15
1879,3.53,2.11
1880,0.56,1.59
1881,1.11,2.6
1882,1.07,1.0
1883,1.12,2.71
1884,0.32,1.15
1885,1.12,1.93
1886,2.1,0.74
1887,0.97,0.71
1888,1.26,2.26
1889,1.74,1.51
1890,0.64,2.49
1891,1.75,1.4
1892,1.79,2.5
1893,0.93,2.07
1894,1.37,3.06
1895,0.98,2.28
1896,2.54,1.66
1897,2.4,2.8
1898,0.5,1.17
1899,1.87,1.53
1900,0.78,2.55
1901,2.56,2.01
1902,0.69,2.85
1903,2.36,1.98
1904,2.91,1.45
1905,0.9,2.56
1906,1.81,1.3
1907,1.19,2.47
1908,0.92,2.85
1909,1.6,2.1
1910,1.88,2.94
1911,0.31,1.01
1912,1.89,0.58
1913,1.99,1.81
1914,1.03,1.78
1915,2.56,0.88
1916,1.51,1.81
1917,1.4,2.66
1918,1.55,1.95
1919,1.84,1.61
1920,1.28,0.65
1921,1.1,0.94
1922,2.7,2.47
1923,1.23,2.65
1924,1.7,0.31
1925,2.82,0.7
1926,0.74,0.3
1927,3.54,2.23
1928,2.3,2.66
1929,2.61,1.93
1930,2.24,1.51
1931,0.29,3.01
1932,2.6,1.65
1933,3.52,1.9
1934,1.77,1.77
1935,2.13,1.58
1936,1.64,1.51
1937,1.75,1.54
1938,1.74,2.41
1939,1.61,1.12
1940,2.99,1.56
1941,1.21,3.0
1942,1.64,2.22
1943,1.35,1.39
1944,0.29,0.64
1945,2.0,1.84
1946,2.07,1.84
1947,1.38,2.28
1948,1.75,1.8
1949,2.42,1.55
1950,1.12,1.19
1951,2.17,1.59
1952,2.29,1.31
1953,1.31,0.5
1954,2.58,1.62
1955,2.56,2.01
1956,1.7,2.17
1957,2.47,2.48
1958,0.7,1.51
1959,1.08,2.64
1960,0.17,1.54
1961,2.25,2.35
1962,2.5,2.18
1963,0.33,1.22
1964,2.15,2.08
1965,1.26,1.99
1966,0.37,1.86
1967,1.23,2.35
1968,3.17,1.32
1969,0.76,1.81
1970,2.61,0.9
1971,1.2,2.58
1972,0.45,0.4
1973,1.36,2.5
1974,0.65,1.88
1975,2.15,0.51
1976,1.71,0.26
1977,0.94,2.45
1978,1.03,1.11
1979,1.57,1.15
1980,1.35,1.29
1981,1.52,0.61
1982,0.72,0.17
1983,1.74,2.5
1984,2.09,0.96
1985,2.35,1.27
1986,1.97,1.25
1987,1.42,2.21
1988,1.05,3.2
1989,0.05,1.2
1990,0.82,3.72
1991,1.24,0.28
1992,1.54,0.91
1993,2.02,0.75
1994,0.62,2.05
1995,2.89,1.62
1996,0.63,1.58
1997,1.15,1.11
1998,2.41,1.19
1999,1.5,2.56
2000,2.78,1.79
2001,0.79,1.39
2002,1.15,2.48
2003,2.82,1.72
2004,2.38,1.86
2005,0.96,1.2
2006,1.47,2.29
2007,1.76,1.74
2008,3.06,2.11
2009,2.02,1.46
2010,1.18,1.71
2011,0.85,2.79
2012,0.51,2.26
2013,0.79,0.37
2014,2.89,1.03
2015,2.85,0.36
2016,0.44,0.83
2017,2.02,2.1
2018,2.44,1.65
2019,0.9,2.21
2020,1.72,0.73
2021,2.42,2.4
2022,1.43,2.12
2023,2.51,0.9
2024,0.56,1.78
2025,1.79,1.86
2026,1.89,0.94
2027,1.17,2.32
2028,1.68,1.02
2029,1.58,1.68
2030,1.49,1.49
2031,0.63,0.48
2032,1.02,1.69
2033,1.73,1.68
2034,1.74,1.78
2035,0.89,0.68
2036,1.43,3.32
2037,0.61,0.87
2038,0.94,1.85
2039,2.77,1.84
2040,2.37,1.82
2041,0.75,1.21
2042,1.36,2.15
2043,1.23,1.72
2044,1.89,1.77
2045,1.01,1.41
2046,0.92,1.26
2047,3.29,1.56
2048,1.51,2.72
2049,1.46,3.46
2050,0.45,1.59
2051,1.64,1.44
2052,0.96,1.99
2053,0.39,0.32
2054,0.14,1.78
2055,0.69,1.62
2056,0.96,2.25
2057,0.94,2.79
2058,1.35,2.15
2059,1.54,1.18
2060,1.23,2.25
2061,0.8,1.9
2062,0.9,0.93
2063,1.14,1.01
2064,1.48,2.46
2065,1.03,2.44
2066,1.26,1.46
2067,1.8,2.23
2068,2.48,0.74
2069,1.75,1.84
2070,2.27,1.42
2071,2.19,2.35
2072,0.4,0.01
2073,0.1,2.03
2074,2.24,2.16
2075,1.1,2.75
2076,0.64,1.71
2077,2.21,2.46
2078,1.0,1.76
2079,1.45,2.32
2080,2.3,2.29
2081,1.56,1.53
2082,0.78,2.03
2083,1.44,1.78
2084,2.73,1.26
2085,3.05,2.23
2086,1.11,2.14
2087,2.66,1.32
2088,2.07,2.44
2089,1.03,1.76
2090,0.41,2.11
2091,1.63,1.48
2092,0.93,2.53
2093,1.82,2.21
2094,1.9,1.76
2095,2.26,1.38
2096,1.25,2.56
2097,1.6,2.11
2098,1.69,2.04
2099,0.9,2.35
2100,2.14,0.97
2101,1.35,2.06
2102,1.37,2.52
2103,1.51,2.28
2104,1.51,2.83
2105,1.29,1.37
2106,0.29,2.63
2107,0.46,1.71
2108,1.38,2.98
2109,1.73,1.21
2110,0.78,1.25
2111,2.08,1.27
2112,1.77,2.43
2113,1.36,0.68
2114,0.98,2.08
2115,1.4,2.1
2116,0.86,2.3
2117,0.41,1.0
2118,1.86,2.04
2119,0.42,1.16
2120,2.35,0.95
2121,1.19,1.42
2122,0.71,3.45
2123,1.47,1.37
2124,1.23,1.53
2125,2.78,1.96
2126,0.93,0.69
2127,0.91,1.6
2128,0.43,1.69
2129,2.81,1.68
2130,2.15,1.77
2131,0.72,0.71
2132,2.34,2.34
2133,1.11,1.7
2134,1.55,1.89
2135,2.43,2.2
2136,1.66,1.37
2137,1.04,1.59
2138,2.16,2.45
2139,1.82,1.8
2140,1.8,1.03
2141,2.67,0.8
2142,1.45,0.01
2143,1.09,1.56
2144,1.35,1.19
2145,1.37,1.12
2146,0.91,2.13
2147,1.58,1.07
2148,2.08,1.97
2149,1.64,1.61
2150,0.13,2.24
2151,1.84,2.19
2152,1.41,1.89
2153,1.21,2.14
2154,1.92,2.29
2155,1.43,2.58
2156,1.5,0.61
2157,1.3,1.97
2158,1.32,1.03
2159,1.36,1.16
2160,0.45,3.54
2161,2.58,0.14
2162,1.22,1.5
2163,2.99,2.32
2164,1.52,1.57
2165,0.8,1.02
2166,2.35,0.41
2167,1.29,2.25
2168,0.15,2.16
2169,1.84,3.06
2170,0.95,1.53
2171,1.85,1.12
2172,1.26,0.82
2173,1.23,2.76
2174,3.29,2.38
2175,1.23,1.91
2176,1.64,2.11
2177,2.21,1.35
2178,0.49,2.57
2179,1.11,2.17
2180,1.5,0.71
2181,2.42,1.56
2182,1.31,1.89
2183,1.44,1.25
2184,1.36,0.5
2185,2.71,2.08
2186,2.55,1.85
2187,2.37,1.97
2188,0.21,2.12
2189,2.64,0.86
2190,0.96,1.13
2191,0.71,1.71
2192,2.51,1.87
2193,1.28,3.28
2194,2.79,0.74
2195,1.63,0.62
2196,2.6,1.06
2197,1.46,1.23
2198,0.9,2.11
2199,3.06,2.2
2200,1.73,1.89
2201,2.25,1.32
2202,1.99,3.27
2203,1.58,1.71
2204,1.34,0.98
2205,1.85,2.86
2206,2.02,1.57
2207,1.87,1.9
2208,0.37,0.9
2209,1.11,1.31
2210,1.1,3.05
2211,2.86,0.42
2212,2.27,1.42
2213,1.41,1.95
2214,0.91,0.69
2215,1.23,1.09
2216,2.2,1.82
2217,1.29,1.51
2218,2.56,1.07
2219,1.29,1.87
2220,1.96,3.04
2221,1.25,1.59
2222,2.31,0.51
2223,1.7,3.07
2224,0.61,2.67
2225,0.97,1.27
2226,0.83,0.95
2227,0.33,2.37
2228,2.59,2.01
2229,0.92,2.33
2230,0.44,1.47
2231,1.32,0.79
2232,1.96,1.0
2233,0.66,1.49
2234,1.67,0.89
2235,1.85,2.07
2236,0.25,1.84
2237,0.76,1.87
2238,0.68,1.62
2239,2.12,1.72
2240,2.3,1.29
2241,0.14,2.74
2242,2.6,2.85
2243,0.1,2.25
2244,0.8,0.81
2245,2.4,2.17
2246,2.9,2.77
2247,1.95,0.06
2248,0.57,2.08
2249,0.15,0.53
2250,3.47,2.74
2251,1.59,1.3
2252,2.58,2.55
2253,0.91,1.42
2254,1.98,2.92
2255,2.35,2.22
2256,1.56,3.61
2257,0.91,1.06
2258,1.11,2.85
2259,1.59,0.89
2260,1.67,1.31
2261,2.53,1.66
2262,0.04,3.06
2263,2.53,2.3
2264,2.58,1.87
2265,0.54,1.42
2266,1.98,1.58
2267,0.96,1.57
2268,1.52,1.76
2269,1.69,2.13
2270,2.01,1.41
2271,1.91,1.88
2272,1.26,0.87
2273,1.27,0.84
2274,1.85,2.8
2275,2.61,0.99
2276,3.24,2.01
2277,1.25,2.49
2278,1.46,1.7
2279,1.63,2.38
2280,0.79,1.31
2281,1.19,1.71
2282,1.37,0.68
2283,1.86,2.45
2284,1.21,1.5
2285,0.53,0.91
2286,1.64,0.25
2287,0.8,1.46
2288,1.26,0.11
2289,1.68,2.62
2290,0.84,3.44
2291,1.64,0.55
2292,1.54,2.97
2293,1.74,1.62
2294,2.28,2.96
2295,2.26,1.67
2296,2.73,1.57
2297,2.71,1.11
2298,0.09,1.9
2299,0.52,2.17
2300,1.87,1.89
2301,1.41,0.85
2302,1.24,1.78
2303,1.18,1.79
2304,2.14,2.55
2305,2.11,1.79
2306,0.56,0.95
2307,2.3,1.02
2308,1.32,0.14
2309,1.65,0.58
2310,0.23,2.85
2311,0.37,1.9
2312,2.51,3.38
2313,1.88,2.19
2314,0.66,2.11
2315,1.85,1.74
2316,1.4,1.91
2317,1.11,2.34
2318,1.74,1.0
2319,0.85,2.08
2320,0.59,1.02
2321,1.19,2.62
2322,2.63,1.82
2323,0.12,2.25
2324,1.18,2.0
2325,1.55,0.82
2326,0.17,2.88
2327,1.08,1.74
2328,1.21,2.11
2329,2.3,1.34
2330,1.22,1.29
2331,3.18,2.56
2332,2.2,1.32
2333,1.12,0.46
2334,1.72,2.36
2335,1.83,2.42
2336,0.97,1.71
2337,1.96,0.23
2338,0.02,1.45
2339,1.26,1.77
2340,1.61,2.64
2341,2.64,2.19
2342,1.19,2.12
2343,0.41,3.09
2344,2.52,1.3
2345,1.89,2.09
2346,1.06,1.3
2347,0.07,1.2
2348,1.44,2.57
2349,1.61,1.43
2350,0.93,0.88
2351,1.8,0.26
2352,2.08,1.68
2353,1.23,1.73
2354,2.65,1.1
2355,1.81,1.89
2356,1.95,2.07
2357,2.3,2.51
2358,1.14,1.51
2359,1.66,1.69
2360,0.98,0.25
2361,0.57,2.51
2362,2.03,1.29
2363,2.05,3.08
2364,2.9,3.62
2365,1.97,1.59
2366,1.18,0.86
2367,2.41,1.93
2368,2.21,1.25
2369,2.21,2.59
2370,2.42,3.84
2371,2.26,1.5
2372,1.86,1.0
2373,2.57,2.3
2374,1.3,2.75
2375,1.46,1.89
2376,1.41,1.74
2377,1.7,0.8
2378,1.73,2.04
2379,1.24,0.7
2380,2.41,2.09
2381,1.38,2.79
2382,1.38,1.53
2383,1.16,1.81
2384,1.49,1.23
2385,2.46,2.18
2386,1.2,1.66
2387,1.61,1.16
2388,3.12,1.72
2389,1.79,1.44
2390,1.35,1.9
2391,0.25,0.08
2392,2.01,1.47
2393,1.07,2.63
2394,1.46,2.37
2395,1.84,1.63
2396,1.29,1.01
2397,1.89,1.7
2398,2.94,1.22
2399,1.74,2.03
2400,1.34,1.4
2401,0.75,1.79
2402,1.42,2.51
2403,1.45,1.49
2404,2.07,1.76
2405,1.2,1.02
2406,1.15,2.21
2407,2.95,1.9
2408,0.4,2.25
2409,2.64,2.26
2410,1.7,1.15
2411,0.23,1.85
2412,3.02,2.66
2413,1.37,2.11
2414,0.93,0.53
2415,1.58,1.59
2416,1.47,0.57
2417,1.53,2.09
2418,2.4,2.34
2419,0.99,0.49
2420,0.23,1.78
2421,1.62,1.77
2422,1.66,2.7
2423,2.57,0.87
2424,3.08,1.69
2425,1.08,2.14
2426,1.1,1.71
2427,2.8,1.51
2428,1.95,0.72
2429,1.53,3.08
2430,2.12,2.77
2431,0.78,1.43
2432,1.26,0.25
2433,1.98,2.11
2434,0.74,2.64
2435,1.86,1.71
2436,0.97,2.1
2437,1.16,2.05
2438,1.91,2.09
2439,0.13,3.64
2440,1.13,1.31
2441,1.8,2.86
2442,1.65,1.66
2443,0.86,2.16
2444,2.48,1.75
2445,2.37,2.68
2446,1.2,3.23
2447,1.3,0.41
2448,1.69,1.78
2449,0.95,1.66
2450,1.3,1.47
2451,0.36,0.81
2452,1.08,2.34
2453,0.26,1.22
2454,0.97,1.75
2455,2.07,1.64
2456,1.24,1.92
2457,1.97,2.17
2458,2.43,0.92
2459,0.05,2.33
2460,1.54,0.19
2461,1.24,3.81
2462,1.14,2.74
2463,1.45,2.27
2464,1.59,2.2
2465,1.34,1.57
2466,1.8,0.46
2467,2.69,0.83
2468,2.15,1.47
2469,1.46,1.39
2470,0.21,0.91
2471,3.53,1.54
2472,0.94,0.81
2473,1.21,1.79
2474,2.47,2.33
2475,1.0,0.67
2476,1.14,1.89
2477,1.96,2.27
2478,0.31,1.55
2479,1.5,1.82
2480,1.9,2.27
2481,0.6,3.0
2482,1.04,1.23
2483,1.15,2.58
2484,1.89,1.66
2485,2.35,1.35
2486,2.02,2.49
2487,0.54,1.59
2488,2.86,2.84
2489,1.33,2.11
2490,2.14,1.56
2491,1.76,1.04
2492,1.58,1.61
2493,1.2,0.93
2494,1.63,1.18
2495,1.17,0.2
2496,0.99,2.11
2497,2.17,2.05
2498,1.12,1.95
2499,2.56,1.21
2500,2.12,1.1
2501,0.48,0.79
2502,1.88,0.99
2503,3.06,3.21
2504,1.78,0.31
2505,1.12,0.83
2506,3.33,1.48
2507,1.84,2.3
2508,1.69,1.29
2509,1.33,1.34
2510,3.1,2.21
2511,2.71,1.06
2512,0.18,2.44
2513,3.0,1.38
2514,1.08,2.62
2515,1.57,1.52
2516,1.46,1.01
2517,1.52,1.54
2518,1.67,1.43
2519,3.61,2.36
2520,1.32,0.71
2521,1.71,0.98
2522,0.13,1.4
2523,2.35,2.3
2524,2.01,0.96
2525,2.47,2.38
2526,1.32,1.5
2527,2.42,2.71
2528,1.57,2.44
2529,0.24,1.0
2530,0.9,2.0
2531,2.05,0.97
2532,2.21,1.88
2533,1.87,1.8
2534,0.89,0.87
2535,1.05,1.74
2536,1.53,0.43
2537,0.79,1.1
2538,2.37,1.69
2539,0.76,1.6
2540,2.4,1.55
2541,2.57,1.48
2542,2.03,1.72
2543,2.04,2.37
2544,0.59,1.86
2545,2.59,2.24
2546,1.38,1.81
2547,0.94,1.43
2548,1.05,1.54
2549,1.6,1.84
2550,1.3,2.17
2551,1.69,1.6
2552,2.85,0.28
2553,0.0,2.24
2554,1.47,1.35
2555,1.83,2.8
2556,0.97,1.43
2557,1.04,2.15
2558,1.31,1.62
2559,0.45,2.41
2560,1.15,1.38
2561,1.1,2.24
2562,2.68,1.14
2563,0.92,1.47
2564,0.96,1.18
2565,1.46,0.43
2566,0.13,1.92
2567,2.07,1.18
2568,2.98,2.13
2569,1.47,1.79
2570,1.56,2.14
2571,0.3,2.48
2572,1.38,1.53
2573,2.47,1.49
2574,3.05,1.69
2575,1.17,2.19
2576,0.63,1.75
2577,1.91,0.61
2578,0.72,1.14
2579,0.76,2.61
2580,1.06,1.75
2581,1.53,1.71
2582,1.3,2.44
2583,2.73,1.78
2584,0.17,2.8
2585,2.11,2.55
2586,0.51,2.3
2587,1.61,0.84
2588,2.03,0.99
2589,0.88,2.06
2590,0.49,0.9
2591,1.02,0.86
2592,2.92,2.63
2593,1.93,1.06
2594,1.02,1.6
2595,1.92,2.04
2596,2.4,2.15
2597,2.26,4.66
2598,0.86,1.85
2599,0.62,2.61
2600,0.07,1.49
2601,3.14,1.75
2602,0.07,2.31
2603,1.82,2.5
2604,0.56,2.02
2605,1.54,0.75
2606,2.2,1.59
2607,1.4,1.57
2608,1.08,1.7
2609,0.93,0.67
2610,1.21,1.14
2611,1.23,1.81
2612,2.07,1.36
2613,0.5,2.72
2614,1.6,1.61
2615,1.41,1.31
2616,2.87,2.74
2617,1.63,2.07
2618,0.0,1.8
2619,1.9,1.0
2620,2.48,0.79
2621,0.73,1.86
2622,1.88,1.42
2623,1.16,2.01
2624,1.8,1.8
2625,3.16,1.48
2626,1.12,2.32
2627,1.51,0.68
2628,2.64,1.38
2629,2.29,2.43
2630,1.68,1.35
2631,1.23,2.06
